device,useragent
chrome,"Mozilla/5.0 (Linux i576 x86_64) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/50.0.1658.199 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/55.0.1911.207 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_3; en-US) AppleWebKit/537.49 (KHTML, like Gecko) Chrome/53.0.1460.323 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/51.0.2934.346 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_8_7; en-US) AppleWebKit/602.6 (KHTML, like Gecko) Chrome/52.0.3493.156 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/53.0.3017.239 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_4) AppleWebKit/534.31 (KHTML, like Gecko) Chrome/52.0.2004.253 Safari/536"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/53.0.1870.158 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/49.0.1335.273 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/49.0.3281.291 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/51.0.3770.287 Safari/533"
chrome,"Mozilla/5.0 (Linux i552 x86_64) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/55.0.3534.387 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i565 ) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/53.0.3424.316 Safari/601"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.1 (KHTML, like Gecko) Chrome/48.0.2044.123 Safari/537"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/55.0.2670.354 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.2;) AppleWebKit/536.9 (KHTML, like Gecko) Chrome/55.0.1659.110 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 10.2; x64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/48.0.2684.247 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/52.0.1577.348 Safari/537"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/54.0.1934.158 Safari/533"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/537.39 (KHTML, like Gecko) Chrome/52.0.1178.331 Safari/536"
chrome,"Mozilla/5.0 (Linux; Linux i663 ; en-US) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/50.0.1142.134 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64) AppleWebKit/600.11 (KHTML, like Gecko) Chrome/54.0.2404.175 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i646 x86_64) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/48.0.2877.270 Safari/601"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.28 (KHTML, like Gecko) Chrome/55.0.2749.288 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/536.47 (KHTML, like Gecko) Chrome/48.0.2722.102 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/52.0.1103.212 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/54.0.2671.310 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_7) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/50.0.2062.330 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_5) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/47.0.3760.379 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; en-US) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/51.0.2902.254 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i546 ; en-US) AppleWebKit/603.15 (KHTML, like Gecko) Chrome/47.0.2729.349 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/47.0.3942.175 Safari/535"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/601.9 (KHTML, like Gecko) Chrome/50.0.1011.229 Safari/600"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/52.0.1289.146 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/53.0.1856.158 Safari/600"
chrome,"Mozilla/5.0 (Linux i566 x86_64; en-US) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/54.0.3026.274 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 10.0;; en-US) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/52.0.1804.204 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/47.0.1356.282 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 10.4; x64) AppleWebKit/603.7 (KHTML, like Gecko) Chrome/50.0.1893.334 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 6.3; WOW64; en-US) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/48.0.2767.302 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/602.50 (KHTML, like Gecko) Chrome/55.0.3095.336 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_6_7; en-US) AppleWebKit/536.29 (KHTML, like Gecko) Chrome/55.0.2178.226 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/55.0.2669.388 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64; en-US) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/53.0.3389.227 Safari/600"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/53.0.1517.149 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_1_4) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/51.0.3597.214 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_8_8) AppleWebKit/602.23 (KHTML, like Gecko) Chrome/47.0.2193.179 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 6.2; x64; en-US) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/50.0.1490.197 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_3; en-US) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/51.0.1015.109 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.2;) AppleWebKit/602.14 (KHTML, like Gecko) Chrome/54.0.3649.202 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64; en-US) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/51.0.2204.199 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/49.0.1396.315 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/53.0.3024.185 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4; en-US) AppleWebKit/537.33 (KHTML, like Gecko) Chrome/53.0.1871.113 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6; en-US) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/50.0.3243.190 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/49.0.2068.379 Safari/602"
chrome,"Mozilla/5.0 (Linux i540 x86_64) AppleWebKit/601.27 (KHTML, like Gecko) Chrome/52.0.3854.346 Safari/534"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64; en-US) AppleWebKit/603.13 (KHTML, like Gecko) Chrome/47.0.1901.115 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_2) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/47.0.1304.176 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; x64; en-US) AppleWebKit/601.33 (KHTML, like Gecko) Chrome/51.0.1442.148 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_6) AppleWebKit/537.25 (KHTML, like Gecko) Chrome/49.0.2192.177 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.35 (KHTML, like Gecko) Chrome/47.0.3304.351 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64; en-US) AppleWebKit/536.27 (KHTML, like Gecko) Chrome/48.0.2615.351 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/601.1 (KHTML, like Gecko) Chrome/50.0.3379.221 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/51.0.3674.178 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/47.0.3460.259 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/48.0.1431.101 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_1) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/54.0.2884.380 Safari/600"
chrome,"Mozilla/5.0 (Linux i546 x86_64; en-US) AppleWebKit/536.22 (KHTML, like Gecko) Chrome/54.0.2790.301 Safari/600"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/49.0.2817.149 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/537.30 (KHTML, like Gecko) Chrome/50.0.3219.290 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/50.0.3159.265 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_5) AppleWebKit/535.42 (KHTML, like Gecko) Chrome/50.0.2511.327 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i683 ; en-US) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/55.0.3002.295 Safari/600"
chrome,"Mozilla/5.0 (Linux i570 ; en-US) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/52.0.1777.128 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_2) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/49.0.2685.397 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/48.0.2498.353 Safari/600"
chrome,"Mozilla/5.0 (Linux; Linux i580 x86_64; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/48.0.3999.140 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US) AppleWebKit/603.1 (KHTML, like Gecko) Chrome/52.0.1401.366 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 10.5; WOW64) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/53.0.3895.102 Safari/534"
chrome,"Mozilla/5.0 (Linux i676 ) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/47.0.1808.261 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/53.0.2065.344 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_2; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/53.0.1482.291 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_1; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/48.0.2952.217 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2;) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/53.0.3136.327 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/51.0.2666.233 Safari/600"
chrome,"Mozilla/5.0 (Windows NT 10.0;; en-US) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/52.0.3298.199 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/535.42 (KHTML, like Gecko) Chrome/47.0.2633.103 Safari/537"
chrome,"Mozilla/5.0 (Linux; Linux i581 x86_64; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/49.0.3400.300 Safari/537"
chrome,"Mozilla/5.0 (U; Linux i581 x86_64) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/48.0.1156.149 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/47.0.1837.175 Safari/603"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/536.47 (KHTML, like Gecko) Chrome/50.0.1996.252 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/49.0.2193.163 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i564 ; en-US) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/55.0.2442.372 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_1_0) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/51.0.3380.344 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/53.0.3346.218 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i571 ) AppleWebKit/536.9 (KHTML, like Gecko) Chrome/48.0.2810.121 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/49.0.1060.131 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux i583 x86_64; en-US) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/53.0.2546.127 Safari/534"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/54.0.3049.143 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1; en-US) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/52.0.2217.111 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9; en-US) AppleWebKit/536.44 (KHTML, like Gecko) Chrome/55.0.3238.383 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux i543 x86_64; en-US) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/48.0.3326.290 Safari/533"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/603.15 (KHTML, like Gecko) Chrome/52.0.2706.246 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; x64; en-US) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/50.0.1493.222 Safari/533"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/55.0.3973.207 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/537.18 (KHTML, like Gecko) Chrome/53.0.1259.195 Safari/602"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/50.0.3311.121 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/603.21 (KHTML, like Gecko) Chrome/49.0.2938.296 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.0; x64) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/54.0.1700.264 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_8; en-US) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/48.0.3301.219 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/55.0.1795.287 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64; en-US) AppleWebKit/535.9 (KHTML, like Gecko) Chrome/47.0.2540.283 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 6.3; WOW64; en-US) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/48.0.1703.400 Safari/533"
chrome,"Mozilla/5.0 (U; Linux i553 ; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/55.0.3704.344 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/47.0.1085.226 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/53.0.1168.377 Safari/535"
chrome,"Mozilla/5.0 (Linux i652 ; en-US) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/50.0.2117.167 Safari/537"
chrome,"Mozilla/5.0 (Linux; Linux i663 ) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/50.0.1711.285 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; en-US) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/47.0.2717.194 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 10.3; WOW64) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/50.0.3208.161 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_6_7; en-US) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/51.0.2963.357 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/55.0.2845.274 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/601.8 (KHTML, like Gecko) Chrome/55.0.2671.256 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 10.2;) AppleWebKit/603.35 (KHTML, like Gecko) Chrome/47.0.1328.121 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/47.0.2673.342 Safari/534"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/49.0.1033.115 Safari/603"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.37 (KHTML, like Gecko) Chrome/53.0.3906.195 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/53.0.3963.354 Safari/537"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/55.0.2256.181 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/55.0.3125.355 Safari/601"
chrome,"Mozilla/5.0 (U; Linux i676 x86_64) AppleWebKit/535.38 (KHTML, like Gecko) Chrome/51.0.2493.342 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i553 ; en-US) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/50.0.3947.364 Safari/600"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/534.33 (KHTML, like Gecko) Chrome/50.0.1020.297 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux i643 x86_64) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/50.0.2902.219 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) AppleWebKit/600.50 (KHTML, like Gecko) Chrome/49.0.2835.235 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/50.0.1514.286 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/55.0.2590.235 Safari/534"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/602.14 (KHTML, like Gecko) Chrome/47.0.3351.114 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.0; x64; en-US) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/50.0.1667.243 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/601.32 (KHTML, like Gecko) Chrome/49.0.1814.244 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; en-US) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/54.0.3943.170 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/51.0.2485.222 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux i653 ) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/52.0.1925.294 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_7) AppleWebKit/533.43 (KHTML, like Gecko) Chrome/47.0.3076.164 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2;; en-US) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/50.0.3045.179 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_5) AppleWebKit/600.15 (KHTML, like Gecko) Chrome/51.0.3542.136 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; en-US) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/47.0.1076.394 Safari/537"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/533.14 (KHTML, like Gecko) Chrome/50.0.1600.146 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/47.0.1592.247 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i680 ) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/54.0.3675.280 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64) AppleWebKit/534.47 (KHTML, like Gecko) Chrome/47.0.3227.199 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_2_1; en-US) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/47.0.2535.224 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; x64; en-US) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/51.0.1287.386 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/49.0.2902.138 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_2) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/52.0.2686.199 Safari/603"
chrome,"Mozilla/5.0 (Linux i574 ; en-US) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/49.0.2014.124 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.20 (KHTML, like Gecko) Chrome/55.0.3154.144 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i563 ; en-US) AppleWebKit/537.9 (KHTML, like Gecko) Chrome/54.0.1132.274 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/49.0.1094.153 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 6.1; x64; en-US) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/52.0.3701.107 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i680 x86_64; en-US) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/52.0.3336.259 Safari/533"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64; en-US) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/53.0.3674.398 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/537.3 (KHTML, like Gecko) Chrome/55.0.3650.100 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 6.3;) AppleWebKit/536.44 (KHTML, like Gecko) Chrome/48.0.3076.242 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/49.0.2041.218 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_3_3) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/47.0.3432.131 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux i662 ; en-US) AppleWebKit/533.7 (KHTML, like Gecko) Chrome/54.0.1792.355 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux i553 x86_64; en-US) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/47.0.3896.108 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/53.0.2629.199 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/51.0.3038.142 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6; en-US) AppleWebKit/535.47 (KHTML, like Gecko) Chrome/53.0.3466.277 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) AppleWebKit/536.7 (KHTML, like Gecko) Chrome/54.0.2251.130 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_5; en-US) AppleWebKit/534.5 (KHTML, like Gecko) Chrome/50.0.3624.255 Safari/536"
